279	6070
6070	279
1142	3727
3727	1142
1877	2680
2680	1877
2245	2703
2703	2245
1140	3531
3531	1140
2092	3043
3043	2092
1153	5794
5794	1153
1277	6062
6062	1277
1636	6354
6354	1636
1893	2420
2420	1893
422	5394
5394	422
403	5350
5350	403
1564	3115
3115	1564
1863	5212
5212	1863
1754	3401
3401	1754
1327	3084
3084	1327
1884	4758
4758	1884
1647	2610
2610	1647
208	5427
5427	208
2175	2863
2863	2175
951	6071
6071	951
1356	3699
3699	1356
1355	5612
5612	1355
720	2590
2590	720
1075	2687
2687	1075
1363	3020
3020	1363
2112	3091
3091	2112
2037	4952
4952	2037
1968	2980
2980	1968
459	4569
4569	459
1799	2905
2905	1799
758	3426
3426	758
1596	6147
6147	1596
2167	3644
3644	2167
1871	3092
3092	1871
2083	2979
2979	2083
2236	3205
3205	2236
584	3495
3495	584
1745	2711
2711	1745
219	3156
3156	219
577	5626
5626	577
2266	2372
2372	2266
96	4838
4838	96
323	3192
3192	323
1738	4442
4442	1738
2154	5455
5455	2154
1949	5236
5236	1949
514	4534
4534	514
1340	3929
3929	1340
1314	2431
2431	1314
143	5177
5177	143
1119	2493
2493	1119
907	6076
6076	907
414	4404
4404	414
1595	3017
3017	1595
935	3548
3548	935
312	3325
3325	312
377	5116
5116	377
2096	4327
4327	2096
1109	3316
3316	1109
157	2874
2874	157
1711	2400
2400	1711
2252	6040
6040	2252
793	2458
2458	793
1723	3159
3159	1723
806	4792
4792	806
526	4811
4811	526
1962	2495
2495	1962
688	4463
4463	688
1795	4602
4602	1795
1868	4819
4819	1868
918	3895
3895	918
701	4457
4457	701
1083	2899
2899	1083
1126	5578
5578	1126
644	4215
4215	644
1966	2515
2515	1966
1619	5728
5728	1619
1089	4485
4485	1089
723	3070
3070	723
72	5574
5574	72
2087	2723
2723	2087
363	3501
3501	363
854	6256
6256	854
1003	5830
5830	1003
236	3002
3002	236
1686	2531
2531	1686
556	2939
2939	556
1967	5835
5835	1967
1409	3600
3600	1409
881	6332
6332	881
790	2458
2458	790
285	3278
3278	285
695	4963
4963	695
317	2495
2495	317
1523	6238
6238	1523
180	6071
6071	180
2293	5749
5749	2293
1590	3669
3669	1590
55	5681
5681	55
1122	5235
5235	1122
1240	2815
2815	1240
866	5273
5273	866
901	6379
6379	901
2185	6392
6392	2185
1767	3910
3910	1767
1980	5715
5715	1980
44	6218
6218	44
1041	3208
3208	1041
2102	3516
3516	2102
867	2568
2568	867
2194	2982
2982	2194
107	3123
3123	107
856	4355
4355	856
1030	3046
3046	1030
384	3208
3208	384
1515	5527
5527	1515
1939	4741
4741	1939
2053	6494
6494	2053
1365	3976
3976	1365
123	3646
3646	123
1130	6077
6077	1130
1367	2723
2723	1367
362	5393
5393	362
852	4950
4950	852
2160	5066
5066	2160
330	2499
2499	330
2109	3495
3495	2109
457	3401
3401	457
1378	5427
5427	1378
2097	4485
4485	2097
1838	4429
4429	1838
920	3260
3260	920
623	2717
2717	623
1690	2993
2993	1690
1375	3057
3057	1375
1672	2980
2980	1672
1864	2420
2420	1864
2330	5422
5422	2330
301	2699
2699	301
88	3020
3020	88
993	3043
3043	993
1643	2372
2372	1643
84	3386
3386	84
83	3070
3070	83
43	2491
2491	43
1171	5223
5223	1171
1689	3338
3338	1689
1507	4940
4940	1507
2332	4370
4370	2332
1310	2431
2431	1310
1748	2649
2649	1748
564	2897
2897	564
431	2503
2503	431
2198	2982
2982	2198
1159	3020
3020	1159
406	3557
3557	406
1125	6429
6429	1125
1825	3020
3020	1825
1594	4008
4008	1594
1148	4256
4256	1148
2178	4401
4401	2178
121	4482
4482	121
508	3994
3994	508
2018	5404
5404	2018
233	2842
2842	233
456	4243
4243	456
1352	6525
6525	1352
1311	2593
2593	1311
515	5256
5256	515
229	4208
4208	229
818	4386
4386	818
440	6070
6070	440
2328	5984
5984	2328
669	4700
4700	669
118	4201
4201	118
1266	6098
6098	1266
961	2401
2401	961
516	6074
6074	516
1706	4164
4164	1706
2003	3895
3895	2003
724	3043
3043	724
1937	6509
6509	1937
2265	3633
3633	2265
1529	4320
4320	1529
1925	3017
3017	1925
283	2913
2913	283
276	4376
4376	276
657	4394
4394	657
2005	4442
4442	2005
2080	4554
4554	2080
1110	3643
3643	1110
39	2977
2977	39
1278	6112
6112	1278
795	2973
2973	795
840	3086
3086	840
2106	5061
5061	2106
1500	2703
2703	1500
272	2383
2383	272
416	4371
4371	416
115	2352
2352	115
1258	5003
5003	1258
400	2407
2407	400
2210	4394
4394	2210
1358	6372
6372	1358
444	3200
3200	444
631	2905
2905	631
1890	3918
3918	1890
1973	4953
4953	1973
1823	4624
4624	1823
1324	5172
5172	1324
1856	4913
4913	1856
1251	4292
4292	1251
432	3643
3643	432
2025	6317
6317	2025
523	6080
6080	523
210	3209
3209	210
1536	6042
6042	1536
1224	4368
4368	1224
532	3469
3469	532
135	3071
3071	135
1032	2575
2575	1032
925	5130
5130	925
1027	3002
3002	1027
1842	3026
3026	1842
410	5317
5317	410
1841	5753
5753	1841
730	2846
2846	730
528	2982
2982	528
899	5436
5436	899
2044	4753
4753	2044
476	5590
5590	476
1455	4307
4307	1455
2176	3344
3344	2176
1992	2943
2943	1992
612	5493
5493	612
2131	3115
3115	2131
1164	4050
4050	1164
2341	3135
3135	2341
465	2916
2916	465
922	6044
6044	922
161	4769
4769	161
770	4966
4966	770
1805	3344
3344	1805
2324	4442
4442	2324
1218	2799
2799	1218
1112	6579
6579	1112
681	3664
3664	681
786	2570
2570	786
336	3953
3953	336
1704	4175
4175	1704
1450	3796
3796	1450
350	5135
5135	350
1132	3951
3951	1132
1244	3533
3533	1244
1163	4915
4915	1163
949	3289
3289	949
2298	4946
4946	2298
222	6609
6609	222
1390	4090
4090	1390
2035	2729
2729	2035
1016	2399
2399	1016
1936	5488
5488	1936
438	6666
6666	438
1021	5510
5510	1021
1402	3070
3070	1402
1819	4457
4457	1819
164	5610
5610	164
875	3373
3373	875
471	5689
5689	471
1006	2539
2539	1006
154	4547
4547	154
2345	4080
4080	2345
1827	4660
4660	1827
594	6358
6358	594
769	3578
3578	769
1614	4860
4860	1614
1087	5416
5416	1087
1038	6596
6596	1038
718	6639
6639	718
1393	2383
2383	1393
2010	4352
4352	2010
1423	5766
5766	1423
2205	3344
3344	2205
488	3043
3043	488
834	3298
3298	834
2202	6629
6629	2202
2033	2979
2979	2033
1496	4215
4215	1496
293	5951
5951	293
930	5656
5656	930
638	3115
3115	638
1977	2998
2998	1977
1452	3934
3934	1452
428	3067
3067	428
525	3534
3534	525
1298	5791
5791	1298
401	5003
5003	401
2281	2729
2729	2281
1368	2723
2723	1368
1348	5159
5159	1348
929	4568
4568	929
430	2699
2699	430
1195	3159
3159	1195
478	4221
4221	478
2277	6023
6023	2277
1001	3190
3190	1001
106	2383
2383	106
1923	5124
5124	1923
1976	6719
6719	1976
296	2804
2804	296
690	6469
6469	690
316	4523
4523	316
454	5098
5098	454
1969	4457
4457	1969
885	4516
4516	885
1528	4168
4168	1528
1620	4455
4455	1620
2248	2973
2973	2248
519	2699
2699	519
371	2446
2446	371
1493	6248
6248	1493
2233	5342
5342	2233
242	2495
2495	242
987	5894
5894	987
1583	3593
3593	1583
2132	5256
5256	2132
1070	4843
4843	1070
1585	2617
2617	1585
1577	5326
5326	1577
2261	4292
4292	2261
334	3400
3400	334
1156	2508
2508	1156
1693	6003
6003	1693
1935	4692
4692	1935
2192	2864
2864	2192
1567	4386
4386	1567
837	5289
5289	837
1606	4385
4385	1606
2021	6404
6404	2021
597	5318
5318	597
1576	3422
3422	1576
2304	3896
3896	2304
739	5936
5936	739
1275	2733
2733	1275
56	4279
4279	56
1005	3806
3806	1005
99	4442
4442	99
1965	2853
2853	1965
2180	4401
4401	2180
2273	2531
2531	2273
2317	3231
3231	2317
204	2402
2402	204
71	5502
5502	71
676	3551
3551	676
1875	3288
3288	1875
2081	2655
2655	2081
1017	3589
3589	1017
1415	5279
5279	1415
1446	6373
6373	1446
633	3655
3655	633
645	5206
5206	645
286	4279
4279	286
1347	3566
3566	1347
1469	5399
5399	1469
660	3353
3353	660
35	5178
5178	35
1921	4580
4580	1921
2240	5310
5310	2240
2030	6092
6092	2030
531	3399
3399	531
905	3640
3640	905
578	3162
3162	578
707	2706
2706	707
1727	5345
5345	1727
849	6203
6203	849
1858	2846
2846	1858
1516	4866
4866	1516
1077	4236
4236	1077
721	2446
2446	721
1954	5993
5993	1954
787	6569
6569	787
1284	4064
4064	1284
530	4900
4900	530
2123	2674
2674	2123
2242	4259
4259	2242
2135	2837
2837	2135
2334	6287
6287	2334
2207	3927
3927	2207
78	4697
4697	78
1427	2982
2982	1427
461	5697
5697	461
1175	2457
2457	1175
574	3878
3878	574
555	6542
6542	555
975	3982
3982	975
1586	4822
4822	1586
1300	3517
3517	1300
997	3004
3004	997
437	2805
2805	437
572	3559
3559	572
2114	4222
4222	2114
844	2508
2508	844
1950	3561
3561	1950
2071	2929
2929	2071
2289	2352
2352	2289
1341	3929
3929	1341
1772	4448
4448	1772
1518	4866
4866	1518
1631	2628
2628	1631
1453	4470
4470	1453
15	2454
2454	15
1435	2642
2642	1435
1730	3426
3426	1730
357	2885
2885	357
537	3125
3125	537
2150	4154
4154	2150
1861	4457
4457	1861
1210	2407
2407	1210
1649	2372
2372	1649
1263	3687
3687	1263
349	3402
3402	349
1865	6558
6558	1865
1816	4714
4714	1816
1881	4607
4607	1881
453	4292
4292	453
1334	2539
2539	1334
2342	3652
3652	2342
700	3975
3975	700
1685	5014
5014	1685
1867	3560
3560	1867
397	6723
6723	397
1721	3818
3818	1721
