2142	2348
2348	2142
2095	2348
2348	2095
635	2348
2348	635
2293	2469
2469	2293
656	2654
2654	656
1513	2586
2586	1513
2329	2348
2348	2329
96	2348
2348	96
826	2348
2348	826
2100	2348
2348	2100
830	2348
2348	830
1700	4413
4413	1700
1523	2348
2348	1523
264	2348
2348	264
504	2348
2348	504
183	2348
2348	183
549	2348
2348	549
1235	2348
2348	1235
687	2348
2348	687
911	2558
2558	911
1566	2348
2348	1566
430	2348
2348	430
1805	2348
2348	1805
646	2348
2348	646
979	2348
2348	979
1168	2348
2348	1168
1876	2348
2348	1876
341	2348
2348	341
784	2348
2348	784
1455	2348
2348	1455
1739	2348
2348	1739
1252	2348
2348	1252
1811	2348
2348	1811
2103	2348
2348	2103
1928	2348
2348	1928
1308	2348
2348	1308
2221	2348
2348	2221
912	2348
2348	912
2035	2463
2463	2035
277	2348
2348	277
963	2348
2348	963
1741	2463
2463	1741
1852	2348
2348	1852
1592	2348
2348	1592
1579	2348
2348	1579
2044	2348
2348	2044
680	2463
2463	680
761	2381
2381	761
946	2348
2348	946
122	2348
2348	122
1977	2348
2348	1977
991	2654
2654	991
1875	2348
2348	1875
1504	2348
2348	1504
452	2348
2348	452
104	2348
2348	104
1305	2348
2348	1305
19	2463
2463	19
74	2469
2469	74
2254	2348
2348	2254
360	6645
6645	360
624	2348
2348	624
1319	2558
2558	1319
481	2463
2463	481
1061	2348
2348	1061
569	2348
2348	569
1749	2654
2654	1749
1074	2348
2348	1074
684	2381
2381	684
1539	2348
2348	1539
11	2348
2348	11
680	2586
2586	680
1962	2348
2348	1962
2043	2348
2348	2043
94	2348
2348	94
2012	2348
2348	2012
83	2348
2348	83
1577	2463
2463	1577
2326	2348
2348	2326
901	2586
2586	901
2014	2348
2348	2014
292	2348
2348	292
1301	2348
2348	1301
363	2586
2586	363
1404	2348
2348	1404
705	2469
2469	705
2074	2348
2348	2074
629	2348
2348	629
1015	2348
2348	1015
219	2348
2348	219
905	2469
2469	905
669	2381
2381	669
82	2348
2348	82
1615	2348
2348	1615
918	2348
2348	918
409	2348
2348	409
276	2348
2348	276
271	2348
2348	271
479	2463
2463	479
988	2348
2348	988
2299	2348
2348	2299
2286	2463
2463	2286
1991	2348
2348	1991
2053	2348
2348	2053
1716	2654
2654	1716
1546	2348
2348	1546
610	2348
2348	610
625	2348
2348	625
272	2348
2348	272
860	2348
2348	860
66	2348
2348	66
751	2348
2348	751
1410	2348
2348	1410
1965	2348
2348	1965
1739	2743
2743	1739
1684	2348
2348	1684
261	2348
2348	261
706	2381
2381	706
1344	2348
2348	1344
1573	2348
2348	1573
564	4035
4035	564
1133	2348
2348	1133
662	2348
2348	662
294	2348
2348	294
1038	2348
2348	1038
7	2348
2348	7
710	2348
2348	710
683	2348
2348	683
1884	2348
2348	1884
1351	2828
2828	1351
71	2348
2348	71
259	2348
2348	259
708	2469
2469	708
1473	2348
2348	1473
1082	2348
2348	1082
1422	2348
2348	1422
1036	2348
2348	1036
944	2348
2348	944
841	2348
2348	841
1925	2348
2348	1925
3	2348
2348	3
1853	2348
2348	1853
344	2348
2348	344
1147	2348
2348	1147
2302	2348
2348	2302
343	3196
3196	343
1699	2348
2348	1699
342	2348
2348	342
2033	2348
2348	2033
478	2586
2586	478
308	2348
2348	308
1668	2348
2348	1668
1136	2348
2348	1136
575	2348
2348	575
2008	2348
2348	2008
1734	2348
2348	1734
315	2348
2348	315
622	2348
2348	622
24	2348
2348	24
1613	2348
2348	1613
249	2780
2780	249
508	2348
2348	508
1966	2348
2348	1966
787	2348
2348	787
2224	2540
2540	2224
243	2348
2348	243
301	2348
2348	301
2300	2348
2348	2300
1214	2348
2348	1214
1847	2348
2348	1847
1072	2381
2381	1072
421	2348
2348	421
1250	2348
2348	1250
1267	2348
2348	1267
2085	2348
2348	2085
2132	2654
2654	2132
1738	2348
2348	1738
1736	2348
2348	1736
1376	2348
2348	1376
1331	2348
2348	1331
2179	2348
2348	2179
2201	2348
2348	2201
1955	2348
2348	1955
2121	2348
2348	2121
1366	2348
2348	1366
287	2348
2348	287
1436	2348
2348	1436
187	2469
2469	187
1884	2654
2654	1884
1688	2348
2348	1688
1301	3196
3196	1301
211	2348
2348	211
1412	2381
2381	1412
1116	2348
2348	1116
827	2348
2348	827
414	2348
2348	414
867	2469
2469	867
638	2463
2463	638
1737	2463
2463	1737
1635	5539
5539	1635
587	2348
2348	587
1551	2381
2381	1551
381	2348
2348	381
1522	2348
2348	1522
776	2348
2348	776
1269	2348
2348	1269
2319	2348
2348	2319
1354	2348
2348	1354
1685	2463
2463	1685
732	2463
2463	732
1190	2381
2381	1190
1584	2463
2463	1584
212	2348
2348	212
1575	2348
2348	1575
1288	2348
2348	1288
727	2654
2654	727
2133	2348
2348	2133
732	2381
2381	732
1098	2348
2348	1098
643	2348
2348	643
990	2654
2654	990
1635	5045
5045	1635
1148	2348
2348	1148
136	2348
2348	136
1041	2348
2348	1041
331	2348
2348	331
602	2348
2348	602
1253	2381
2381	1253
2294	2348
2348	2294
455	2348
2348	455
792	2348
2348	792
74	2348
2348	74
1083	2348
2348	1083
127	2348
2348	127
2320	2348
2348	2320
2153	2348
2348	2153
1022	2348
2348	1022
2238	2348
2348	2238
120	2348
2348	120
440	2348
2348	440
1156	2381
2381	1156
1774	2348
2348	1774
1515	3222
3222	1515
1216	2348
2348	1216
1602	3683
3683	1602
1529	2348
2348	1529
953	2348
2348	953
1131	2348
2348	1131
1943	2348
2348	1943
828	2348
2348	828
629	2540
2540	629
339	2348
2348	339
729	2348
2348	729
632	2348
2348	632
1775	2381
2381	1775
2258	2654
2654	2258
1209	2348
2348	1209
2050	2348
2348	2050
1050	2586
2586	1050
1504	2540
2540	1504
1731	2348
2348	1731
449	2348
2348	449
179	2348
2348	179
676	2348
2348	676
1724	2348
2348	1724
472	2348
2348	472
1989	2348
2348	1989
778	2348
2348	778
577	2540
2540	577
552	2348
2348	552
738	3196
3196	738
1798	2348
2348	1798
1720	2348
2348	1720
1432	2348
2348	1432
1927	2348
2348	1927
263	2348
2348	263
2295	2348
2348	2295
1289	2348
2348	1289
1121	2348
2348	1121
2144	2348
2348	2144
583	2348
2348	583
2274	2348
2348	2274
1883	2348
2348	1883
2164	2348
2348	2164
1948	3196
3196	1948
488	2348
2348	488
190	2463
2463	190
1073	2348
2348	1073
56	2348
2348	56
862	2348
2348	862
318	2348
2348	318
1333	2348
2348	1333
791	2348
2348	791
175	2348
2348	175
566	2348
2348	566
858	2348
2348	858
2158	2348
2348	2158
103	2348
2348	103
940	2348
2348	940
1118	2348
2348	1118
1677	2348
2348	1677
1110	2348
2348	1110
2245	2348
2348	2245
6	2654
2654	6
1777	2469
2469	1777
627	2348
2348	627
562	2348
2348	562
507	2348
2348	507
614	2348
2348	614
1027	2348
2348	1027
970	2463
2463	970
1744	2348
2348	1744
1881	2348
2348	1881
1696	2348
2348	1696
46	2381
2381	46
2067	2463
2463	2067
1896	2348
2348	1896
1156	2558
2558	1156
72	2348
2348	72
171	2348
2348	171
2138	2381
2381	2138
1521	3196
3196	1521
516	2348
2348	516
2053	2450
2450	2053
327	2348
2348	327
177	2348
2348	177
1576	2463
2463	1576
1777	2348
2348	1777
1033	2348
2348	1033
268	2586
2586	268
1135	2348
2348	1135
534	2463
2463	534
