57	1463
2763	441
514	2237
3939	91
5604	811
4454	304
4343	399
4029	762
1301	1377
2139	1192
1342	184
691	1855
2886	339
814	871
4603	1732
888	324
1465	2034
3525	606
5516	1965
3751	1732
1382	1178
4655	955
1196	782
2102	2008
514	695
4155	606
4735	1483
5262	1659
1140	2021
3475	1804
1172	2266
1491	1498
5221	737
2076	1804
5134	1235
5301	603
1389	333
1711	702
481	2087
3964	871
1687	1543
3298	720
3086	1139
3744	1891
694	630
3819	1528
4027	1251
3212	810
4577	577
5094	1153
5152	2004
5950	514
3100	2026
857	1351
3791	952
542	303
2128	232
4495	335
1014	552
2791	226
888	1160
868	1368
970	301
1665	1640
2202	1181
1789	1311
2872	94
1321	0
4065	1892
4445	1897
2190	6
5521	922
2076	983
173	586
3609	584
5137	1586
5487	1846
1271	1261
542	1088
3255	31
4477	704
3934	1139
3291	704
271	509
4444	1832
2522	145
1837	1850
61	290
923	921
328	853
1693	319
823	1148
962	97
4077	1091
405	201
4746	199
1951	2095
2894	696
4116	1167
1398	348
2732	1159
964	36
5751	717
1191	1381
2188	2217
203	2218
1180	1425
1111	1851
1612	1730
190	1332
3555	1659
2303	1108
5811	1551
1646	90
1666	2225
606	1332
5001	226
3943	201
1108	301
1679	346
5746	1895
2664	2143
2747	1636
6022	1208
6035	1661
2668	1322
5867	514
3152	226
5291	423
1888	1193
4257	1613
4814	1441
5907	707
41	2074
1165	725
5836	711
4483	1659
709	1483
3228	2312
1958	371
530	972
3032	226
5840	97
1283	31
3723	1460
1469	1584
3686	1825
4994	294
2887	2186
3767	63
2660	829
1702	162
3714	1994
5281	734
1732	1701
2879	2260
5491	1561
4471	1343
1283	1118
6015	1363
2760	2186
5948	164
351	1394
5877	678
1203	2024
4114	2056
1823	2082
5786	892
2808	762
4959	1844
3807	2075
3680	1617
1018	343
3435	808
457	1843
201	1244
3745	801
90	1251
998	249
2745	734
4999	1622
5162	1136
1679	815
2133	2120
5635	1617
3158	31
4507	719
5808	794
5045	710
3422	291
2588	1305
4458	1881
5463	2164
4260	514
4236	7
742	0
2859	2176
265	701
2703	740
5832	1159
4000	1851
4054	249
4560	186
194	730
1421	1232
2163	1387
149	1805
4063	32
5729	374
5433	737
186	1411
1746	1189
4284	1883
5651	1222
1961	1058
2406	540
3810	805
2123	1373
3162	1185
4293	593
3600	1403
5956	1245
9	623
5503	921
3475	2044
4476	1785
548	571
4875	934
3503	1251
192	1997
5447	141
5344	2199
160	236
1271	1260
1339	1027
2962	694
1119	416
3104	694
3128	1351
776	853
623	1555
5393	1151
1135	1036
5442	721
4999	6
5735	539
2287	710
2915	1354
149	1595
542	1785
423	1912
1889	931
191	1347
2202	657
2375	1805
5924	717
5801	716
1836	900
3128	2093
5879	715
260	696
3962	1960
4226	1900
5631	1159
3617	1726
4809	597
4906	1113
3820	2125
1696	736
3846	1113
3472	1805
342	1349
651	2043
1140	2167
112	43
3846	597
2641	1294
1243	602
1646	1802
1806	1251
3452	696
4226	2054
673	542
4041	272
2500	2243
5602	686
743	2295
1149	1706
3184	110
4021	1707
1086	1826
519	333
4868	2164
4343	1476
4458	634
1697	136
5742	1111
336	1150
5811	318
3842	0
330	1293
3400	1552
1424	1350
1000	1594
5845	1562
2163	2325
2189	1601
4551	887
3807	1117
4447	1958
1853	1623
4032	1251
1609	2075
3310	897
1879	1964
3722	1635
1087	563
4421	1346
4015	227
3685	724
5107	1400
